attempted,provider,endpoint_family,mandatory_family,critical,ticker,attempted_url_redacted,http_status,response_type,row_count,result,status,error_type,error_message_sanitized,likely_cause,next_action
True,Financial Modeling Prep,analyst_price_targets,analyst_price_targets,True,AAPL,https://financialmodelingprep.com/stable/price-target-summary?symbol=AAPL&<API_KEY_REDACTED>,200,list,1,success,ACCESS_VERIFIED,,,accessible,Entitled and returning data; promote to Phase 5-E1 controlled backfill.
True,Financial Modeling Prep,analyst_price_targets,analyst_price_targets,True,MSFT,https://financialmodelingprep.com/stable/price-target-summary?symbol=MSFT&<API_KEY_REDACTED>,200,list,1,success,ACCESS_VERIFIED,,,accessible,Entitled and returning data; promote to Phase 5-E1 controlled backfill.
True,Financial Modeling Prep,analyst_price_targets,analyst_price_targets,True,NVDA,https://financialmodelingprep.com/stable/price-target-summary?symbol=NVDA&<API_KEY_REDACTED>,200,list,1,success,ACCESS_VERIFIED,,,accessible,Entitled and returning data; promote to Phase 5-E1 controlled backfill.
True,Financial Modeling Prep,ratings_grades_consensus,ratings_or_grades,True,AAPL,https://financialmodelingprep.com/stable/grades-consensus?symbol=AAPL&<API_KEY_REDACTED>,200,list,1,success,ACCESS_VERIFIED,,,accessible,Entitled and returning data; promote to Phase 5-E1 controlled backfill.
True,Financial Modeling Prep,ratings_grades_consensus,ratings_or_grades,True,MSFT,https://financialmodelingprep.com/stable/grades-consensus?symbol=MSFT&<API_KEY_REDACTED>,200,list,1,success,ACCESS_VERIFIED,,,accessible,Entitled and returning data; promote to Phase 5-E1 controlled backfill.
True,Financial Modeling Prep,ratings_grades_consensus,ratings_or_grades,True,NVDA,https://financialmodelingprep.com/stable/grades-consensus?symbol=NVDA&<API_KEY_REDACTED>,200,list,1,success,ACCESS_VERIFIED,,,accessible,Entitled and returning data; promote to Phase 5-E1 controlled backfill.
True,Financial Modeling Prep,key_metrics_quarterly,key_metrics,False,AAPL,https://financialmodelingprep.com/stable/key-metrics?symbol=AAPL&period=quarter&<API_KEY_REDACTED>,402,error,0,error,SUBSCRIPTION_ENTITLEMENT_BLOCK,http_error,provider returned HTTP 402,subscription_entitlement_block,"Endpoint not entitled on the current plan (402); price the FMP tier that includes this family, or use the recommended alternative provider."
True,Financial Modeling Prep,key_metrics_quarterly,key_metrics,False,MSFT,https://financialmodelingprep.com/stable/key-metrics?symbol=MSFT&period=quarter&<API_KEY_REDACTED>,402,error,0,error,SUBSCRIPTION_ENTITLEMENT_BLOCK,http_error,provider returned HTTP 402,subscription_entitlement_block,"Endpoint not entitled on the current plan (402); price the FMP tier that includes this family, or use the recommended alternative provider."
True,Financial Modeling Prep,key_metrics_quarterly,key_metrics,False,NVDA,https://financialmodelingprep.com/stable/key-metrics?symbol=NVDA&period=quarter&<API_KEY_REDACTED>,402,error,0,error,SUBSCRIPTION_ENTITLEMENT_BLOCK,http_error,provider returned HTTP 402,subscription_entitlement_block,"Endpoint not entitled on the current plan (402); price the FMP tier that includes this family, or use the recommended alternative provider."
True,Financial Modeling Prep,ratios_quarterly,ratios,False,AAPL,https://financialmodelingprep.com/stable/ratios?symbol=AAPL&period=quarter&<API_KEY_REDACTED>,402,error,0,error,SUBSCRIPTION_ENTITLEMENT_BLOCK,http_error,provider returned HTTP 402,subscription_entitlement_block,"Endpoint not entitled on the current plan (402); price the FMP tier that includes this family, or use the recommended alternative provider."
True,Financial Modeling Prep,ratios_quarterly,ratios,False,MSFT,https://financialmodelingprep.com/stable/ratios?symbol=MSFT&period=quarter&<API_KEY_REDACTED>,402,error,0,error,SUBSCRIPTION_ENTITLEMENT_BLOCK,http_error,provider returned HTTP 402,subscription_entitlement_block,"Endpoint not entitled on the current plan (402); price the FMP tier that includes this family, or use the recommended alternative provider."
True,Financial Modeling Prep,ratios_quarterly,ratios,False,NVDA,https://financialmodelingprep.com/stable/ratios?symbol=NVDA&period=quarter&<API_KEY_REDACTED>,402,error,0,error,SUBSCRIPTION_ENTITLEMENT_BLOCK,http_error,provider returned HTTP 402,subscription_entitlement_block,"Endpoint not entitled on the current plan (402); price the FMP tier that includes this family, or use the recommended alternative provider."
True,Financial Modeling Prep,income_statement_quarterly,fundamentals_statements,False,AAPL,https://financialmodelingprep.com/stable/income-statement?symbol=AAPL&period=quarter&<API_KEY_REDACTED>,200,list,5,success,ACCESS_VERIFIED,,,accessible,Entitled and returning data; promote to Phase 5-E1 controlled backfill.
True,Financial Modeling Prep,income_statement_quarterly,fundamentals_statements,False,MSFT,https://financialmodelingprep.com/stable/income-statement?symbol=MSFT&period=quarter&<API_KEY_REDACTED>,200,list,5,success,ACCESS_VERIFIED,,,accessible,Entitled and returning data; promote to Phase 5-E1 controlled backfill.
True,Financial Modeling Prep,income_statement_quarterly,fundamentals_statements,False,NVDA,https://financialmodelingprep.com/stable/income-statement?symbol=NVDA&period=quarter&<API_KEY_REDACTED>,200,list,5,success,ACCESS_VERIFIED,,,accessible,Entitled and returning data; promote to Phase 5-E1 controlled backfill.
True,Financial Modeling Prep,balance_sheet_statement_quarterly,fundamentals_statements,False,AAPL,https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=AAPL&period=quarter&<API_KEY_REDACTED>,200,list,5,success,ACCESS_VERIFIED,,,accessible,Entitled and returning data; promote to Phase 5-E1 controlled backfill.
True,Financial Modeling Prep,balance_sheet_statement_quarterly,fundamentals_statements,False,MSFT,https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=MSFT&period=quarter&<API_KEY_REDACTED>,200,list,5,success,ACCESS_VERIFIED,,,accessible,Entitled and returning data; promote to Phase 5-E1 controlled backfill.
True,Financial Modeling Prep,balance_sheet_statement_quarterly,fundamentals_statements,False,NVDA,https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=NVDA&period=quarter&<API_KEY_REDACTED>,200,list,5,success,ACCESS_VERIFIED,,,accessible,Entitled and returning data; promote to Phase 5-E1 controlled backfill.
True,Financial Modeling Prep,cash_flow_statement_quarterly,fundamentals_statements,False,AAPL,https://financialmodelingprep.com/stable/cash-flow-statement?symbol=AAPL&period=quarter&<API_KEY_REDACTED>,200,list,5,success,ACCESS_VERIFIED,,,accessible,Entitled and returning data; promote to Phase 5-E1 controlled backfill.
True,Financial Modeling Prep,cash_flow_statement_quarterly,fundamentals_statements,False,MSFT,https://financialmodelingprep.com/stable/cash-flow-statement?symbol=MSFT&period=quarter&<API_KEY_REDACTED>,200,list,5,success,ACCESS_VERIFIED,,,accessible,Entitled and returning data; promote to Phase 5-E1 controlled backfill.
True,Financial Modeling Prep,cash_flow_statement_quarterly,fundamentals_statements,False,NVDA,https://financialmodelingprep.com/stable/cash-flow-statement?symbol=NVDA&period=quarter&<API_KEY_REDACTED>,200,list,5,success,ACCESS_VERIFIED,,,accessible,Entitled and returning data; promote to Phase 5-E1 controlled backfill.
True,Financial Modeling Prep,company_profile,company_profile,False,AAPL,https://financialmodelingprep.com/stable/profile?symbol=AAPL&<API_KEY_REDACTED>,200,list,1,success,ACCESS_VERIFIED,,,accessible,Entitled and returning data; promote to Phase 5-E1 controlled backfill.
True,Financial Modeling Prep,company_profile,company_profile,False,MSFT,https://financialmodelingprep.com/stable/profile?symbol=MSFT&<API_KEY_REDACTED>,200,list,1,success,ACCESS_VERIFIED,,,accessible,Entitled and returning data; promote to Phase 5-E1 controlled backfill.
True,Financial Modeling Prep,company_profile,company_profile,False,NVDA,https://financialmodelingprep.com/stable/profile?symbol=NVDA&<API_KEY_REDACTED>,200,list,1,success,ACCESS_VERIFIED,,,accessible,Entitled and returning data; promote to Phase 5-E1 controlled backfill.
