batch_id,ticker,endpoint_name,status,http_status,error_type,error_message_sanitized,likely_cause,next_action,row_count,raw_file_path,normalized_file_path,request_url_redacted,collected_at_utc
core_batch_001,APD,company_profile,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/company_profile/APD.json,,https://financialmodelingprep.com/stable/profile?symbol=APD&<API_KEY_REDACTED>,
core_batch_001,APH,company_profile,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/company_profile/APH.json,,https://financialmodelingprep.com/stable/profile?symbol=APH&<API_KEY_REDACTED>,
core_batch_001,AVGO,company_profile,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/company_profile/AVGO.json,,https://financialmodelingprep.com/stable/profile?symbol=AVGO&<API_KEY_REDACTED>,
core_batch_001,AXP,company_profile,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/company_profile/AXP.json,,https://financialmodelingprep.com/stable/profile?symbol=AXP&<API_KEY_REDACTED>,
core_batch_001,BA,company_profile,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/company_profile/BA.json,,https://financialmodelingprep.com/stable/profile?symbol=BA&<API_KEY_REDACTED>,
core_batch_001,BAC,company_profile,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/company_profile/BAC.json,,https://financialmodelingprep.com/stable/profile?symbol=BAC&<API_KEY_REDACTED>,
core_batch_001,BKNG,company_profile,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/company_profile/BKNG.json,,https://financialmodelingprep.com/stable/profile?symbol=BKNG&<API_KEY_REDACTED>,
core_batch_001,BLK,company_profile,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/company_profile/BLK.json,,https://financialmodelingprep.com/stable/profile?symbol=BLK&<API_KEY_REDACTED>,
core_batch_001,BMY,company_profile,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/company_profile/BMY.json,,https://financialmodelingprep.com/stable/profile?symbol=BMY&<API_KEY_REDACTED>,
core_batch_001,BSX,company_profile,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/company_profile/BSX.json,,https://financialmodelingprep.com/stable/profile?symbol=BSX&<API_KEY_REDACTED>,
core_batch_001,C,company_profile,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/company_profile/C.json,,https://financialmodelingprep.com/stable/profile?symbol=C&<API_KEY_REDACTED>,
core_batch_001,CAT,company_profile,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/company_profile/CAT.json,,https://financialmodelingprep.com/stable/profile?symbol=CAT&<API_KEY_REDACTED>,
core_batch_001,CB,company_profile,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/company_profile/CB.json,,https://financialmodelingprep.com/stable/profile?symbol=CB&<API_KEY_REDACTED>,
core_batch_001,AAPL,income_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/income_statement_quarterly/AAPL.json,,https://financialmodelingprep.com/stable/income-statement?symbol=AAPL&period=quarter&<API_KEY_REDACTED>,
core_batch_001,ABBV,income_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/income_statement_quarterly/ABBV.json,,https://financialmodelingprep.com/stable/income-statement?symbol=ABBV&period=quarter&<API_KEY_REDACTED>,
core_batch_001,ABT,income_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/income_statement_quarterly/ABT.json,,https://financialmodelingprep.com/stable/income-statement?symbol=ABT&period=quarter&<API_KEY_REDACTED>,
core_batch_001,ACN,income_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/income_statement_quarterly/ACN.json,,https://financialmodelingprep.com/stable/income-statement?symbol=ACN&period=quarter&<API_KEY_REDACTED>,
core_batch_001,ADBE,income_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/income_statement_quarterly/ADBE.json,,https://financialmodelingprep.com/stable/income-statement?symbol=ADBE&period=quarter&<API_KEY_REDACTED>,
core_batch_001,ADI,income_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/income_statement_quarterly/ADI.json,,https://financialmodelingprep.com/stable/income-statement?symbol=ADI&period=quarter&<API_KEY_REDACTED>,
core_batch_001,ADP,income_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/income_statement_quarterly/ADP.json,,https://financialmodelingprep.com/stable/income-statement?symbol=ADP&period=quarter&<API_KEY_REDACTED>,
core_batch_001,AMAT,income_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/income_statement_quarterly/AMAT.json,,https://financialmodelingprep.com/stable/income-statement?symbol=AMAT&period=quarter&<API_KEY_REDACTED>,
core_batch_001,AMD,income_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/income_statement_quarterly/AMD.json,,https://financialmodelingprep.com/stable/income-statement?symbol=AMD&period=quarter&<API_KEY_REDACTED>,
core_batch_001,AMGN,income_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/income_statement_quarterly/AMGN.json,,https://financialmodelingprep.com/stable/income-statement?symbol=AMGN&period=quarter&<API_KEY_REDACTED>,
core_batch_001,AMZN,income_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/income_statement_quarterly/AMZN.json,,https://financialmodelingprep.com/stable/income-statement?symbol=AMZN&period=quarter&<API_KEY_REDACTED>,
core_batch_001,AON,income_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/income_statement_quarterly/AON.json,,https://financialmodelingprep.com/stable/income-statement?symbol=AON&period=quarter&<API_KEY_REDACTED>,
core_batch_001,APD,income_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/income_statement_quarterly/APD.json,,https://financialmodelingprep.com/stable/income-statement?symbol=APD&period=quarter&<API_KEY_REDACTED>,
core_batch_001,APH,income_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/income_statement_quarterly/APH.json,,https://financialmodelingprep.com/stable/income-statement?symbol=APH&period=quarter&<API_KEY_REDACTED>,
core_batch_001,AVGO,income_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/income_statement_quarterly/AVGO.json,,https://financialmodelingprep.com/stable/income-statement?symbol=AVGO&period=quarter&<API_KEY_REDACTED>,
core_batch_001,AXP,income_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/income_statement_quarterly/AXP.json,,https://financialmodelingprep.com/stable/income-statement?symbol=AXP&period=quarter&<API_KEY_REDACTED>,
core_batch_001,BA,income_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/income_statement_quarterly/BA.json,,https://financialmodelingprep.com/stable/income-statement?symbol=BA&period=quarter&<API_KEY_REDACTED>,
core_batch_001,BAC,income_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/income_statement_quarterly/BAC.json,,https://financialmodelingprep.com/stable/income-statement?symbol=BAC&period=quarter&<API_KEY_REDACTED>,
core_batch_001,BKNG,income_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/income_statement_quarterly/BKNG.json,,https://financialmodelingprep.com/stable/income-statement?symbol=BKNG&period=quarter&<API_KEY_REDACTED>,
core_batch_001,BLK,income_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/income_statement_quarterly/BLK.json,,https://financialmodelingprep.com/stable/income-statement?symbol=BLK&period=quarter&<API_KEY_REDACTED>,
core_batch_001,BMY,income_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/income_statement_quarterly/BMY.json,,https://financialmodelingprep.com/stable/income-statement?symbol=BMY&period=quarter&<API_KEY_REDACTED>,
core_batch_001,BSX,income_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/income_statement_quarterly/BSX.json,,https://financialmodelingprep.com/stable/income-statement?symbol=BSX&period=quarter&<API_KEY_REDACTED>,
core_batch_001,C,income_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/income_statement_quarterly/C.json,,https://financialmodelingprep.com/stable/income-statement?symbol=C&period=quarter&<API_KEY_REDACTED>,
core_batch_001,CAT,income_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/income_statement_quarterly/CAT.json,,https://financialmodelingprep.com/stable/income-statement?symbol=CAT&period=quarter&<API_KEY_REDACTED>,
core_batch_001,CB,income_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/income_statement_quarterly/CB.json,,https://financialmodelingprep.com/stable/income-statement?symbol=CB&period=quarter&<API_KEY_REDACTED>,
core_batch_001,AAPL,balance_sheet_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/balance_sheet_statement_quarterly/AAPL.json,,https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=AAPL&period=quarter&<API_KEY_REDACTED>,
core_batch_001,ABBV,balance_sheet_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/balance_sheet_statement_quarterly/ABBV.json,,https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=ABBV&period=quarter&<API_KEY_REDACTED>,
core_batch_001,ABT,balance_sheet_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/balance_sheet_statement_quarterly/ABT.json,,https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=ABT&period=quarter&<API_KEY_REDACTED>,
core_batch_001,ACN,balance_sheet_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/balance_sheet_statement_quarterly/ACN.json,,https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=ACN&period=quarter&<API_KEY_REDACTED>,
core_batch_001,ADBE,balance_sheet_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/balance_sheet_statement_quarterly/ADBE.json,,https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=ADBE&period=quarter&<API_KEY_REDACTED>,
core_batch_001,ADI,balance_sheet_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/balance_sheet_statement_quarterly/ADI.json,,https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=ADI&period=quarter&<API_KEY_REDACTED>,
core_batch_001,ADP,balance_sheet_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/balance_sheet_statement_quarterly/ADP.json,,https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=ADP&period=quarter&<API_KEY_REDACTED>,
core_batch_001,AMAT,balance_sheet_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/balance_sheet_statement_quarterly/AMAT.json,,https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=AMAT&period=quarter&<API_KEY_REDACTED>,
core_batch_001,AMD,balance_sheet_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/balance_sheet_statement_quarterly/AMD.json,,https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=AMD&period=quarter&<API_KEY_REDACTED>,
core_batch_001,AMGN,balance_sheet_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/balance_sheet_statement_quarterly/AMGN.json,,https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=AMGN&period=quarter&<API_KEY_REDACTED>,
core_batch_001,AMZN,balance_sheet_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/balance_sheet_statement_quarterly/AMZN.json,,https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=AMZN&period=quarter&<API_KEY_REDACTED>,
core_batch_001,AON,balance_sheet_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/balance_sheet_statement_quarterly/AON.json,,https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=AON&period=quarter&<API_KEY_REDACTED>,
core_batch_001,APD,balance_sheet_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/balance_sheet_statement_quarterly/APD.json,,https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=APD&period=quarter&<API_KEY_REDACTED>,
core_batch_001,APH,balance_sheet_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/balance_sheet_statement_quarterly/APH.json,,https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=APH&period=quarter&<API_KEY_REDACTED>,
core_batch_001,AVGO,balance_sheet_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/balance_sheet_statement_quarterly/AVGO.json,,https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=AVGO&period=quarter&<API_KEY_REDACTED>,
core_batch_001,AXP,balance_sheet_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/balance_sheet_statement_quarterly/AXP.json,,https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=AXP&period=quarter&<API_KEY_REDACTED>,
core_batch_001,BA,balance_sheet_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/balance_sheet_statement_quarterly/BA.json,,https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=BA&period=quarter&<API_KEY_REDACTED>,
core_batch_001,BAC,balance_sheet_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/balance_sheet_statement_quarterly/BAC.json,,https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=BAC&period=quarter&<API_KEY_REDACTED>,
core_batch_001,BKNG,balance_sheet_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/balance_sheet_statement_quarterly/BKNG.json,,https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=BKNG&period=quarter&<API_KEY_REDACTED>,
core_batch_001,BLK,balance_sheet_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/balance_sheet_statement_quarterly/BLK.json,,https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=BLK&period=quarter&<API_KEY_REDACTED>,
core_batch_001,BMY,balance_sheet_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/balance_sheet_statement_quarterly/BMY.json,,https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=BMY&period=quarter&<API_KEY_REDACTED>,
core_batch_001,BSX,balance_sheet_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/balance_sheet_statement_quarterly/BSX.json,,https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=BSX&period=quarter&<API_KEY_REDACTED>,
core_batch_001,C,balance_sheet_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/balance_sheet_statement_quarterly/C.json,,https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=C&period=quarter&<API_KEY_REDACTED>,
core_batch_001,CAT,balance_sheet_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/balance_sheet_statement_quarterly/CAT.json,,https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=CAT&period=quarter&<API_KEY_REDACTED>,
core_batch_001,CB,balance_sheet_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/balance_sheet_statement_quarterly/CB.json,,https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=CB&period=quarter&<API_KEY_REDACTED>,
core_batch_001,AAPL,cash_flow_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/cash_flow_statement_quarterly/AAPL.json,,https://financialmodelingprep.com/stable/cash-flow-statement?symbol=AAPL&period=quarter&<API_KEY_REDACTED>,
core_batch_001,ABBV,cash_flow_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/cash_flow_statement_quarterly/ABBV.json,,https://financialmodelingprep.com/stable/cash-flow-statement?symbol=ABBV&period=quarter&<API_KEY_REDACTED>,
core_batch_001,ABT,cash_flow_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/cash_flow_statement_quarterly/ABT.json,,https://financialmodelingprep.com/stable/cash-flow-statement?symbol=ABT&period=quarter&<API_KEY_REDACTED>,
core_batch_001,ACN,cash_flow_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/cash_flow_statement_quarterly/ACN.json,,https://financialmodelingprep.com/stable/cash-flow-statement?symbol=ACN&period=quarter&<API_KEY_REDACTED>,
core_batch_001,ADBE,cash_flow_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/cash_flow_statement_quarterly/ADBE.json,,https://financialmodelingprep.com/stable/cash-flow-statement?symbol=ADBE&period=quarter&<API_KEY_REDACTED>,
core_batch_001,ADI,cash_flow_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/cash_flow_statement_quarterly/ADI.json,,https://financialmodelingprep.com/stable/cash-flow-statement?symbol=ADI&period=quarter&<API_KEY_REDACTED>,
core_batch_001,ADP,cash_flow_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/cash_flow_statement_quarterly/ADP.json,,https://financialmodelingprep.com/stable/cash-flow-statement?symbol=ADP&period=quarter&<API_KEY_REDACTED>,
core_batch_001,AMAT,cash_flow_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/cash_flow_statement_quarterly/AMAT.json,,https://financialmodelingprep.com/stable/cash-flow-statement?symbol=AMAT&period=quarter&<API_KEY_REDACTED>,
core_batch_001,AMD,cash_flow_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/cash_flow_statement_quarterly/AMD.json,,https://financialmodelingprep.com/stable/cash-flow-statement?symbol=AMD&period=quarter&<API_KEY_REDACTED>,
core_batch_001,AMGN,cash_flow_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/cash_flow_statement_quarterly/AMGN.json,,https://financialmodelingprep.com/stable/cash-flow-statement?symbol=AMGN&period=quarter&<API_KEY_REDACTED>,
core_batch_001,AMZN,cash_flow_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/cash_flow_statement_quarterly/AMZN.json,,https://financialmodelingprep.com/stable/cash-flow-statement?symbol=AMZN&period=quarter&<API_KEY_REDACTED>,
core_batch_001,AON,cash_flow_statement_quarterly,planned,,,,"not executed yet (dry-run, or the --max-requests budget was reached)","run a live batch or raise --max-requests, then resume with --skip-existing",0,research/data/fmp/raw/cash_flow_statement_quarterly/AON.json,,https://financialmodelingprep.com/stable/cash-flow-statement?symbol=AON&period=quarter&<API_KEY_REDACTED>,
